Program;Year;Period;Week Ending;Geo Level;State;State ANSI;Ag District;Ag District Code;County;County ANSI;Zip Code;Region;watershed_code;Watershed;Commodity;Data Item;Domain;Domain Category;Value;CV (%)
SURVEY;2012;YEAR;;STATE;NEW YORK;36;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;720,000,000;
SURVEY;2012;YEAR;;STATE;NEW YORK;36;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;18;
SURVEY;2012;YEAR;;STATE;NORTH CAROLINA;37;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;6,2;
SURVEY;2012;YEAR;;STATE;NORTH CAROLINA;37;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;33,500,000;
SURVEY;2012;YEAR;;STATE;NORTH CAROLINA;37;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;5,4;
SURVEY;2012;YEAR;;STATE;OHIO;39;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;4;
SURVEY;2012;YEAR;;STATE;OHIO;39;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;33,000,000;
SURVEY;2012;YEAR;;STATE;OHIO;39;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;8,25;
SURVEY;2012;YEAR;;STATE;OREGON;41;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;5;
SURVEY;2012;YEAR;;STATE;OREGON;41;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;130,000,000;
SURVEY;2012;YEAR;;STATE;OREGON;41;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;26;
SURVEY;2012;YEAR;;STATE;PENNSYLVANIA;42;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;21;
SURVEY;2012;YEAR;;STATE;PENNSYLVANIA;42;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;494,000,000;
SURVEY;2012;YEAR;;STATE;PENNSYLVANIA;42;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;23,5;
SURVEY;2012;YEAR;;STATE;RHODE ISLAND;44;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;300;
SURVEY;2012;YEAR;;STATE;RHODE ISLAND;44;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;1,700,000;
SURVEY;2012;YEAR;;STATE;RHODE ISLAND;44;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;5,67;
SURVEY;2012;YEAR;;STATE;TENNESSEE;47;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;700;
SURVEY;2012;YEAR;;STATE;TENNESSEE;47;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;6,400,000;
SURVEY;2012;YEAR;;STATE;TENNESSEE;47;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;9,14;
SURVEY;2012;YEAR;;STATE;UTAH;49;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;1,4;
SURVEY;2012;YEAR;;STATE;UTAH;49;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;14,000,000;
SURVEY;2012;YEAR;;STATE;UTAH;49;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;10;
SURVEY;2012;YEAR;;STATE;VERMONT;50;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;1,7;
SURVEY;2012;YEAR;;STATE;VERMONT;50;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;25,500,000;
SURVEY;2012;YEAR;;STATE;VERMONT;50;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;15;
SURVEY;2012;YEAR;;STATE;VIRGINIA;51;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;11;
SURVEY;2012;YEAR;;STATE;VIRGINIA;51;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;230,000,000;
SURVEY;2012;YEAR;;STATE;VIRGINIA;51;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;20,9;
SURVEY;2012;YEAR;;STATE;WASHINGTON;53;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;148;
SURVEY;2012;YEAR;;STATE;WASHINGTON;53;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;6,450,000,000;
SURVEY;2012;YEAR;;STATE;WASHINGTON;53;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;43,6;
SURVEY;2012;YEAR;;STATE;WEST VIRGINIA;54;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;4,3;
SURVEY;2012;YEAR;;STATE;WEST VIRGINIA;54;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;91,000,000;
SURVEY;2012;YEAR;;STATE;WEST VIRGINIA;54;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;21,2;
SURVEY;2012;YEAR;;STATE;WISCONSIN;55;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;4,4;
SURVEY;2012;YEAR;;STATE;WISCONSIN;55;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;32,500,000;
SURVEY;2012;YEAR;;STATE;WISCONSIN;55;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;7,39;
SURVEY;2011;YEAR;;STATE;ARIZONA;4;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;1,2;
SURVEY;2011;YEAR;;STATE;ARIZONA;4;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;11,000,000;
SURVEY;2011;YEAR;;STATE;ARIZONA;4;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;9,17;
SURVEY;2011;YEAR;;STATE;CALIFORNIA;6;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;17,5;
SURVEY;2011;YEAR;;STATE;CALIFORNIA;6;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;280,000,000;
SURVEY;2011;YEAR;;STATE;CALIFORNIA;6;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;16;
SURVEY;2011;YEAR;;STATE;COLORADO;8;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;1,3;
SURVEY;2011;YEAR;;STATE;COLORADO;8;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;9,000,000;
SURVEY;2011;YEAR;;STATE;COLORADO;8;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;6,92;
SURVEY;2011;YEAR;;STATE;CONNECTICUT;9;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;2;
SURVEY;2011;YEAR;;STATE;CONNECTICUT;9;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;22,000,000;
SURVEY;2011;YEAR;;STATE;CONNECTICUT;9;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;11;
SURVEY;2011;YEAR;;STATE;IDAHO;16;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;2,6;
SURVEY;2011;YEAR;;STATE;IDAHO;16;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;60,000,000;
SURVEY;2011;YEAR;;STATE;IDAHO;16;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;23,1;
SURVEY;2011;YEAR;;STATE;ILLINOIS;17;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;2,2;
SURVEY;2011;YEAR;;STATE;ILLINOIS;17;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;40,000,000;
SURVEY;2011;YEAR;;STATE;ILLINOIS;17;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;18,2;
SURVEY;2011;YEAR;;STATE;INDIANA;18;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;1,7;
SURVEY;2011;YEAR;;STATE;INDIANA;18;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;20,000,000;
SURVEY;2011;YEAR;;STATE;INDIANA;18;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;11,8;
SURVEY;2011;YEAR;;STATE;IOWA;19;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;1;
SURVEY;2011;YEAR;;STATE;IOWA;19;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;4,000,000;
SURVEY;2011;YEAR;;STATE;IOWA;19;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;4;
SURVEY;2011;YEAR;;STATE;MAINE;23;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;3;
SURVEY;2011;YEAR;;STATE;MAINE;23;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;29,000,000;
SURVEY;2011;YEAR;;STATE;MAINE;23;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;9,67;
SURVEY;2011;YEAR;;STATE;MARYLAND;24;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;1,8;
SURVEY;2011;YEAR;;STATE;MARYLAND;24;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;40,000,000;
SURVEY;2011;YEAR;;STATE;MARYLAND;24;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;22,2;
SURVEY;2011;YEAR;;STATE;MASSACHUSETTS;25;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;3,2;
SURVEY;2011;YEAR;;STATE;MASSACHUSETTS;25;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;38,500,000;
SURVEY;2011;YEAR;;STATE;MASSACHUSETTS;25;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;12;
SURVEY;2011;YEAR;;STATE;MICHIGAN;26;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;34,5;
SURVEY;2011;YEAR;;STATE;MICHIGAN;26;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;980,000,000;
SURVEY;2011;YEAR;;STATE;MICHIGAN;26;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;28,4;
SURVEY;2011;YEAR;;STATE;MINNESOTA;27;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;2,9;
SURVEY;2011;YEAR;;STATE;MINNESOTA;27;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;28,700,000;
SURVEY;2011;YEAR;;STATE;MINNESOTA;27;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;9,9;
SURVEY;2011;YEAR;;STATE;MISSOURI;29;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;1,8;
SURVEY;2011;YEAR;;STATE;MISSOURI;29;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;15,000,000;
SURVEY;2011;YEAR;;STATE;MISSOURI;29;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;8,33;
SURVEY;2011;YEAR;;STATE;NEW HAMPSHIRE;33;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;1,5;
SURVEY;2011;YEAR;;STATE;NEW HAMPSHIRE;33;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;18,000,000;
SURVEY;2011;YEAR;;STATE;NEW HAMPSHIRE;33;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;12;
SURVEY;2011;YEAR;;STATE;NEW JERSEY;34;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;1,7;
SURVEY;2011;YEAR;;STATE;NEW JERSEY;34;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;36,000,000;
SURVEY;2011;YEAR;;STATE;NEW JERSEY;34;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;21,2;
SURVEY;2011;YEAR;;STATE;NEW YORK;36;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;42;
SURVEY;2011;YEAR;;STATE;NEW YORK;36;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;1,220,000,000;
SURVEY;2011;YEAR;;STATE;NEW YORK;36;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;29;
SURVEY;2011;YEAR;;STATE;NORTH CAROLINA;37;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;6,7;
SURVEY;2011;YEAR;;STATE;NORTH CAROLINA;37;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;140,000,000;
SURVEY;2011;YEAR;;STATE;NORTH CAROLINA;37;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;20,9;
SURVEY;2011;YEAR;;STATE;OHIO;39;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;4,3;
SURVEY;2011;YEAR;;STATE;OHIO;39;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;66,600,000;
SURVEY;2011;YEAR;;STATE;OHIO;39;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;15,5;
SURVEY;2011;YEAR;;STATE;OREGON;41;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;4,1;
SURVEY;2011;YEAR;;STATE;OREGON;41;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;92,500,000;
SURVEY;2011;YEAR;;STATE;OREGON;41;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;22,6;
SURVEY;2011;YEAR;;STATE;PENNSYLVANIA;42;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;21;
SURVEY;2011;YEAR;;STATE;PENNSYLVANIA;42;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;458,000,000;
SURVEY;2011;YEAR;;STATE;PENNSYLVANIA;42;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;21,8;
SURVEY;2011;YEAR;;STATE;RHODE ISLAND;44;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;300;
SURVEY;2011;YEAR;;STATE;RHODE ISLAND;44;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;2,500,000;
SURVEY;2011;YEAR;;STATE;RHODE ISLAND;44;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;8,33;
SURVEY;2011;YEAR;;STATE;TENNESSEE;47;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;800;
SURVEY;2011;YEAR;;STATE;TENNESSEE;47;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;8,500,000;
SURVEY;2011;YEAR;;STATE;TENNESSEE;47;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;10,6;
SURVEY;2011;YEAR;;STATE;UTAH;49;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;1,4;
SURVEY;2011;YEAR;;STATE;UTAH;49;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;19,000,000;
SURVEY;2011;YEAR;;STATE;UTAH;49;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;13,6;
SURVEY;2011;YEAR;;STATE;VERMONT;50;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;1,9;
SURVEY;2011;YEAR;;STATE;VERMONT;50;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;33,500,000;
SURVEY;2011;YEAR;;STATE;VERMONT;50;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;17,6;
SURVEY;2011;YEAR;;STATE;VIRGINIA;51;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;11,4;
SURVEY;2011;YEAR;;STATE;VIRGINIA;51;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;220,000,000;
SURVEY;2011;YEAR;;STATE;VIRGINIA;51;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;19,3;
SURVEY;2011;YEAR;;STATE;WASHINGTON;53;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;148;
SURVEY;2011;YEAR;;STATE;WASHINGTON;53;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;5,420,000,000;
SURVEY;2011;YEAR;;STATE;WASHINGTON;53;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;36,6;
SURVEY;2011;YEAR;;STATE;WEST VIRGINIA;54;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;4,5;
SURVEY;2011;YEAR;;STATE;WEST VIRGINIA;54;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;67,000,000;
SURVEY;2011;YEAR;;STATE;WEST VIRGINIA;54;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;14,9;
SURVEY;2011;YEAR;;STATE;WISCONSIN;55;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;4,5;
SURVEY;2011;YEAR;;STATE;WISCONSIN;55;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;60,800,000;
SURVEY;2011;YEAR;;STATE;WISCONSIN;55;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;13,5;
SURVEY;2010;YEAR;;STATE;ARIZONA;4;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;1,2;
SURVEY;2010;YEAR;;STATE;ARIZONA;4;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;17,000,000;
SURVEY;2010;YEAR;;STATE;ARIZONA;4;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;14,2;
SURVEY;2010;YEAR;;STATE;CALIFORNIA;6;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;18;
SURVEY;2010;YEAR;;STATE;CALIFORNIA;6;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;280,000,000;
SURVEY;2010;YEAR;;STATE;CALIFORNIA;6;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;15,6;
SURVEY;2010;YEAR;;STATE;COLORADO;8;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;1,4;
SURVEY;2010;YEAR;;STATE;COLORADO;8;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;14,000,000;
SURVEY;2010;YEAR;;STATE;COLORADO;8;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;10;
SURVEY;2010;YEAR;;STATE;CONNECTICUT;9;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;2,1;
SURVEY;2010;YEAR;;STATE;CONNECTICUT;9;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;23,000,000;
SURVEY;2010;YEAR;;STATE;CONNECTICUT;9;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;11;
SURVEY;2010;YEAR;;STATE;IDAHO;16;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;2,6;
SURVEY;2010;YEAR;;STATE;IDAHO;16;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;60,000,000;
SURVEY;2010;YEAR;;STATE;IDAHO;16;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;23,1;
SURVEY;2010;YEAR;;STATE;ILLINOIS;17;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;2,2;
SURVEY;2010;YEAR;;STATE;ILLINOIS;17;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;52,000,000;
SURVEY;2010;YEAR;;STATE;ILLINOIS;17;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;23,6;
SURVEY;2010;YEAR;;STATE;INDIANA;18;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;1,8;
SURVEY;2010;YEAR;;STATE;INDIANA;18;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;26,000,000;
SURVEY;2010;YEAR;;STATE;INDIANA;18;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;14,4;
SURVEY;2010;YEAR;;STATE;IOWA;19;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;1;
SURVEY;2010;YEAR;;STATE;IOWA;19;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;3,800,000;
SURVEY;2010;YEAR;;STATE;IOWA;19;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;3,8;
SURVEY;2010;YEAR;;STATE;MAINE;23;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;3,1;
SURVEY;2010;YEAR;;STATE;MAINE;23;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;31,000,000;
SURVEY;2010;YEAR;;STATE;MAINE;23;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;10;
SURVEY;2010;YEAR;;STATE;MARYLAND;24;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;1,9;
SURVEY;2010;YEAR;;STATE;MARYLAND;24;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;42,500,000;
SURVEY;2010;YEAR;;STATE;MARYLAND;24;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;22,4;
SURVEY;2010;YEAR;;STATE;MASSACHUSETTS;25;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;3,4;
SURVEY;2010;YEAR;;STATE;MASSACHUSETTS;25;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;37,000,000;
SURVEY;2010;YEAR;;STATE;MASSACHUSETTS;25;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;10,9;
SURVEY;2010;YEAR;;STATE;MICHIGAN;26;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;35;
SURVEY;2010;YEAR;;STATE;MICHIGAN;26;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;570,000,000;
SURVEY;2010;YEAR;;STATE;MICHIGAN;26;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;16,3;
SURVEY;2010;YEAR;;STATE;MINNESOTA;27;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;2,9;
